"طابع زمني","Name of Researcher","Title of Research","DOI of the Research","Department Name","Date"
"2025/11/16 8:37:26 م غرينتش+2","Ahmed H. Arbab","Hepatoprotective and Antiviral Efficacy of Acacia mellifera Leaves Fractions against Hepatitis B Virus","https://doi.org/10.1155/2015/929131","Pharmacology & Toxicology","2015"
"2025/11/16 8:39:51 م غرينتش+2","Ahmed H. Arbab","The in vitro and in vivo anti-hepatotoxic, anti-hepatitis B virus and hepatic CYP450 modulating potential of Cyperus rotundus","https://doi.org/10.1016/j.jsps.2019.02.003","Pharmacology & Toxicology","2019"
"2025/11/16 8:41:24 م غرينتش+2","Ahmed H. Arbab","Career preference and factors influencing career choice among undergraduate pharmacy students at University of Khartoum, Sudan","https://doi.org/10.3390/pharmacy10010026","Clinical Pharmacy & Pharmacy Practice","2022"
"2025/11/16 8:43:01 م غرينتش+2","Ahmed H. Arbab","Bacteriological profile and antibiotic susceptibility of diabetic Foot infections at Ribat University hospital; a retrospective study from Sudan","https://doi.org/10.1007/s40200-020-00660-8","Microbiology & Immunology","2020"
"2025/11/16 8:44:41 م غرينتش+2","Ahmed H. Arbab","Hepatoprotective effect of Solanum surattense leaf extract against chemical- induced oxidative and apoptotic injury in rats","https://doi.org/10.1186/s12906-019-2553-1","Pharmacology & Toxicology","2019"
"2025/11/16 8:45:46 م غرينتش+2","Ahmed H. Arbab","Inter-species comparative antioxidant assay and HPTLC analysis of sakuranetin in the chloroform and ethanol extracts of aerial parts of Rhus retinorrhoea and Rhus tripartita","https://doi.org/10.1080/13880209.2017.1304428","Pharmaceutical Chemistry","2017"
"2025/11/16 8:47:06 م غرينتش+2","Ahmed H. Arbab","Assessment of community pharmacist’s practice and patient counselling toward acute diarrhea treatment in Khartoum locality: a simulated patient study","https://doi.org/10.2147/IPRP.S340528","Clinical Pharmacy & Pharmacy Practice","2021"
"2025/11/16 8:48:38 م غرينتش+2","Ahmed H. Arbab","Protective effect of Atriplex suberecta extract against oxidative and apoptotic hepatotoxicity","https://doi.org/10.3892/etm.2018.5919","Pharmacology & Toxicology","2018"
"2025/11/16 8:50:05 م غرينتش+2","Ahmed H. Arbab","Isolation and Characterization of Two Chalcone Derivatives with Anti-Hepatitis B Virus Activity from the Endemic Socotraen Dracaena cinnabari (Dragon’s Blood Tree)","https://doi.org/10.3390/molecules27030952","Pharmaceutical Chemistry","2022"
"2025/11/24 11:17:10 م غرينتش+2","Ahmed H. Arbab","Perceptions of community pharmacists towards patient counseling and continuing pharmacy education programs in Sudan","https://doi.org/10.2147/IPRP.S406219","Clinical Pharmacy & Pharmacy Practice","2023"
"2025/11/24 11:18:20 م غرينتش+2","Ahmed H. Arbab","In-Vitro Anticancer Evaluation of Some Novel Thioureido-Benzensulfonamide Derivatives","https://doi.org/10.3390/molecules21040409","Pharmaceutical Chemistry","2016"
"2025/11/24 11:20:57 م غرينتش+2","Ahmed H. Arbab","Perceived Academic Stress, Causes, and Coping Strategies Among Undergraduate Pharmacy Students During the COVID-19 Pandemic","https://doi.org/10.2147/amep.s350562","Clinical Pharmacy & Pharmacy Practice","2022"
"2025/11/24 11:22:17 م غرينتش+2","Ahmed H. Arbab","Updates on the interactions of herbs constituents with cytochrome P450 drug metabolizing enzymes","https://doi.org/10.2174/1573408019666230601121657","Pharmacology & Toxicology","2023"
"2025/11/24 11:24:43 م غرينتش+2","Ahmed H. Arbab","In vitro evaluation of novel antiviral activities of 60 medicinal plants extracts against hepatitis B virus","https://doi.org/10.3892/etm.2017.4530","Microbiology & Immunology","2017"
"2025/11/24 11:25:46 م غرينتش+2","Ahmed H. Arbab","Prevalence of non-communicable diseases and access to healthcare among internally displaced people during the armed conflict, northern state (Sudan)","https://doi.org/10.2147/RMHP.S484284","Clinical Pharmacy & Pharmacy Practice","2024"
"2025/11/24 11:28:05 م غرينتش+2","Ahmed H. Arbab","An update on natural or herbal drugs against hepatitis B virus","https://www.researchgate.net/publication/355712468_An_update_on_natural_or_herbal_drugs_against_hepatitis_B_virus","Pharmacology & Toxicology","2021"
"2025/11/24 11:29:08 م غرينتش+2","Ahmed H. Arbab","Perception of pharmacy teachers about their roles and current practice at governmental universities in Sudan","https://doi.org/10.2147/AMEP.S355931","Clinical Pharmacy & Pharmacy Practice","2022"
"2025/11/24 11:30:17 م غرينتش+2","Ahmed H. Arbab","In-vitro Cytotoxicity and In-silico Insights of the Multi-target Anticancer Candidates from Haplophyllum tuberculatum","https://doi.org/10.33084/bjop.v4i3.1955","Pharmaceutical Chemistry","2021"
"2025/11/24 11:31:48 م غرينتش+2","Ahmed H. Arbab","Phytochemical, in Vivo, and in Silico Anticonvulsant Activity Screening of Albizia Amara Leave’s Ethanolic Extract","https://dergipark.org.tr/en/pub/hujpharm/issue/60867/861481","Pharmacology & Toxicology","2021"
"2025/11/24 11:34:51 م غرينتش+2","Ahmed H. Arbab","Geigeria alata-a potential source for anti-Alzheimer’s constituents: In vitro and computational investigations","https://doi.org/10.22146/ijp.7967","Pharmacology & Toxicology","2023"
"2025/11/24 11:40:06 م غرينتش+2","Ahmed H. Arbab","Assessment of anti-hepatitis B virus activity of endemic medicinal plants from Socotra Island","https://doi.org/10.5897/AJPP2020.5176","Pharmacology & Toxicology","2020"
"2025/11/24 11:41:31 م غرينتش+2","Ahmed H. Arbab","Chromatographic and Spectroscopic Analysis of Anogeissus leiocarpus Stem Bark","https://www.researchgate.net/publication/258994062_Chromatographic_and_Spectroscopic_Analysis_of_Anogeissus_leiocarpus_Stem_Bark","Pharmaceutical Chemistry","2009"
"2025/11/24 11:43:51 م غرينتش+2","Ahmed H. Arbab","Research Article Hepatoprotective and Antiviral Efficacy of Acacia mellifera Leaves Fractions against Hepatitis B Virus","https://doi.org/10.1155/2015/929131","Pharmacology & Toxicology","2015"
"2025/11/24 11:46:15 م غرينتش+2","Ahmed H. Arbab","Hepatoprotective and anti-viral efficacy of Acacia mellifera leaves ethanolic-fractions against hepatitis B virus (HBV)","https://doi.org/10.1155/2015/929131","Pharmacology & Toxicology","2015"
"2025/11/24 11:47:22 م غرينتش+2","Ahmed H. Arbab","Therapeutic efficacy of ethanolic extract of Aerva javanica aerial parts in the amelioration of CCl₄-induced hepatotoxicity and oxidative damage in rats","https://doi.org/10.3402/fnr.v60.30864","Pharmacology & Toxicology","2016"
"2025/11/24 11:49:06 م غرينتش+2","Ahmed H. Arbab","The in vitro and in vivo anti-hepatotoxic, anti-hepatitis B virus and hepatic CYP450 modulating potential of Cyperus rotundus","https://doi.org/10.1016/j.jsps.2019.02.003","Pharmacology & Toxicology","2019"
"2025/11/24 11:50:40 م غرينتش+2","Ahmed H. Arbab","Therapeutic efficacy of ethanolic extract of Aerva javanica aerial parts in the amelioration of CCl4-induced hepatotoxicity and oxidative damage in rats","https://doi.org/10.3402/fnr.v60.30864","Pharmacology & Toxicology","2016"
"2025/11/24 11:52:01 م غرينتش+2","Ahmed H. Arbab","Analysis of antioxidative and antiviral biomarkers β-amyrin, β-sitosterol, lupeol, ursolic acid in Guiera sengalensis leaves extract by validated HPTLC methods","https://doi.org/10.1016/j.jsps.2018.02.022","Pharmaceutical Chemistry","2018"
"2025/11/24 11:53:25 م غرينتش+2","Ahmed H. Arbab","Perceptions of dental students regarding the practice and impact of the hidden curriculum at Al-neelain University, Sudan","http://edujournal.zums.ac.ir/article-1-2278-en.html","Clinical Pharmacy & Pharmacy Practice","2025"
"2025/11/24 11:54:15 م غرينتش+2","Ahmed H. Arbab","Attitude and practice of pharmacy students toward traditional herbal medicines, Sudan","https://doi.org/10.2147/IPRP.S465056","Clinical Pharmacy & Pharmacy Practice","2024"
"2025/11/24 11:55:42 م غرينتش+2","Ahmed H. Arbab","Assessment of risk factors and management of ischemic stroke at Ibrahim Malik teaching hospital in Khartoum, 2018","10.4103/mtsm.mtsm_2_21","Clinical Pharmacy & Pharmacy Practice","2022"
"2025/11/24 11:56:58 م غرينتش+2","Ahmed H. Arbab","Awareness and Knowledge of Autism Spectrum Disorders Among Community Pharmacists in Khartoum state (Sudan), 2018","https://doi.org/10.23893/1307-2080.APS.05917","Clinical Pharmacy & Pharmacy Practice","2021"
"2025/11/24 11:58:13 م غرينتش+2","Ahmed H. Arbab","Antimicrobial, Antioxidant Activities and Phytochemical Screening of Extracts and Essential Oil of Cymbopogon schoenanthus Flowers","https://www.researchgate.net/publication/336262551_Antimicrobial_Antioxidant_Activities_and_Phytochemical_Screening_of_Extracts_and_Essential_Oil_of_Cymbopogon_schoenanthus_Flowers","Pharmaceutical Chemistry","2019"
"2025/11/24 11:59:35 م غرينتش+2","Ahmed H. Arbab","Integrating Experiential Education into Pharmacy Curriculum in a Public Pharmacy School in Sudan","https://doi.org/10.21203/rs.3.rs-5311699/v1","Clinical Pharmacy & Pharmacy Practice","2025"
"2025/11/25 12:00:28 ص غرينتش+2","Ahmed H. Arbab","Catechins anti-diabetic actions are mediated via multiple receptors, a mechanism deduced via molecular docking and dynamic simulations","https://doi.org/10.1080/07391102.2025.2499671","Pharmaceutical Chemistry","2025"
"2025/11/25 12:01:16 ص غرينتش+2","Ahmed H. Arbab","Knowledge and Attitude of Community Pharmacists Toward Cow Milk Protein Allergy Complications and Treatment in Children: A Cross-Sectional Study in Sudan","https://doi.org/10.2147/IPRP.S454850","Clinical Pharmacy & Pharmacy Practice","2024"
"2025/11/25 12:02:15 ص غرينتش+2","Ahmed H. Arbab","Knowledge, Attitudes, and Practices of Mothers with Acutely Malnourished Children Regarding Child Feeding and Malnutrition Prevention in Sudan","10.4103/mtsp.mtsp_26_23_1","Clinical Pharmacy & Pharmacy Practice","2024"
"2025/11/25 12:03:13 ص غرينتش+2","Ahmed H. Arbab","Review on Plants with Traditional Uses and Bio-activity against Hair Graying","https://doi.org/10.2174/2215083808666220208105012","Pharmaceutical Chemistry","2022"
"2025/11/25 12:05:03 ص غرينتش+2","Ahmed H. Arbab","Ameliorated Stomach Specific Floating Microspheres for Emerging Health Pathologies Using Polymeric Konjac Glucomannan-Based Domperidone","https://doi.org/10.1155/2022/3670946","Pharmaceutics & Drug Delivery","2022"
"2025/11/25 12:05:58 ص غرينتش+2","Ahmed H. Arbab","Retrospective Comparison of Efficacy and Safety of Basiliximab and Antithymocyte Globulin in Kidney Transplant Recipients","https://doi.org/10.53332/kjps.v1i1.40","Clinical Pharmacy & Pharmacy Practice","2020"
"2025/11/25 12:08:41 ص غرينتش+2","Ahmed H. Arbab","Inter-species comparative antioxidant assay and HPTLC analysis of sakuranetin in the chloroform and ethanol extracts of aerial parts of Rhus retinorrhoea and Rhus tripartita.","https://doi.org/10.1080/13880209.2017.1304428","Pharmaceutical Chemistry","2017"
"2025/11/25 12:09:45 ص غرينتش+2","Ahmed H. Arbab","Antioxidant activity of selected Sudanese plants traditionally used to treat diabetes mellitus","https://www.researchgate.net/publication/354858695_Antioxidant_activity_of_selected_Sudanese_plants_traditionally_used_to_treat_diabetes_mellitus","Pharmacology & Toxicology","2021"
"2025/11/25 12:23:57 ص غرينتش+2","Mohammed Ali Gafar Mohammed","Enzyme-responsive biomimetic solid lipid nanoparticles for antibiotic delivery against hyaluronidase-secreting bacteria","https://doi.org/10.1016/j.ijpharm.2023.122967","Pharmaceutics & Drug Delivery","2023"
"2025/11/25 12:24:46 ص غرينتش+2","Mohammed Ali Gafar Mohammed","Novel vancomycin free base–Sterosomes for combating diseases caused by Staphylococcus aureus and Methicillin-resistant Staphylococcus aureus infections (S. Aureus and MRSA)","https://doi.org/10.1016/j.jddst.2022.104089","Pharmaceutics & Drug Delivery","2023"
"2025/11/25 12:26:15 ص غرينتش+2","Mohammed Ali Gafar Mohammed","Niosomes modified with a novel pH-responsive coating (mPEG-OA) enhance the antibacterial and anti-biofilm activity of vancomycin against methicillin-resistant Staphylococcus aureus","10.1088/2632-959X/ad1d02","Pharmaceutics & Drug Delivery","2024"
"2025/11/25 12:27:00 ص غرينتش+2","Mohammed Ali Gafar Mohammed","Potential of nanocarrier-mediated delivery of vancomycin for MRSA infections","https://doi.org/10.1080/17425247.2025.2459756","Pharmaceutics & Drug Delivery","2025"
"2025/11/25 12:27:47 ص غرينتش+2","Mohammed Ali Gafar Mohammed","Hyaluronidase inhibitor surface-modified niosomes: An efficient strategy for antibacterial and anti-biofilm drug delivery","https://doi.org/10.1016/j.mtla.2023.101826","Pharmaceutics & Drug Delivery","2023"
"2025/11/25 12:30:42 ص غرينتش+2","Mohammed Ali Gafar Mohammed","Applications of peptides in nanosystems for diagnosing and managing bacterial sepsis","https://doi.org/10.1186/s12929-024-01029-2","Pharmaceutics & Drug Delivery","2024"
"2025/11/25 12:31:26 ص غرينتش+2","Mohammed Ali Gafar Mohammed","Dual acting acid-cleavable self-assembling prodrug from hyaluronic acid and ciprofloxacin: a potential system for simultaneously targeting bacterial infections and cancer","https://doi.org/10.1016/j.ijbiomac.2022.09.173","Pharmaceutics & Drug Delivery","2022"
"2025/11/25 12:32:10 ص غرينتش+2","Mohammed Ali Gafar Mohammed","Novel peptide and hyaluronic acid coated biomimetic liposomes for targeting bacterial infections and sepsis","https://doi.org/10.1016/j.ijpharm.2024.124493","Pharmaceutics & Drug Delivery","2024"
"2025/11/25 12:33:12 ص غرينتش+2","Mohammed Ali Gafar Mohammed","Engineered extracellular vesicles coated with an antimicrobial peptide for advanced control of bacterial sepsis","https://doi.org/10.1002/jex2.70000","Pharmaceutics & Drug Delivery","2024"
"2025/11/25 12:34:32 ص غرينتش+2","Mohammed Ali Gafar Mohammed","Evaluation of antileishmanial activity of valproic acid against Leishmania donovani: An integrated in silico and in vitro study","https://www.wjpsonline.com/index.php/wjps/article/view/antileishmanial-valproic-acid-leishmania-donovani","Microbiology & Immunology","2016"
"2025/11/25 12:35:43 ص غرينتش+2","Mohammed Ali Gafar Mohammed","Multifunctional hyaluronic acid-based biomimetic/pH-responsive hybrid nanostructured lipid carriers for treating bacterial sepsis","https://doi.org/10.1186/s12929-024-01114-6","Pharmaceutics & Drug Delivery","2025"
"2025/11/25 12:36:40 ص غرينتش+2","Mohammed Ali Gafar Mohammed","Disease-Inspired Design of Biomimetic Tannic Acid–Based Hybrid Nanocarriers for Enhancing the Treatment of Bacterial-Induced Sepsis","https://pubs.acs.org/doi/abs/10.1021/acs.molpharmaceut.4c00048","Pharmaceutics & Drug Delivery","2024"
"2025/11/25 12:37:29 ص غرينتش+2","Mohammed Ali Gafar Mohammed","Multi-functional pH-responsive and biomimetic chitosan-based nanoplexes for targeted delivery of ciprofloxacin against bacterial sepsis","https://doi.org/10.1016/j.ijbiomac.2024.130046","Pharmaceutics & Drug Delivery","2024"
"2025/11/25 12:38:26 ص غرينتش+2","Mohammed Ali Gafar Mohammed","Knowledge, attitude, and practice of community pharmacists toward tablet splitting and crushing at omdurman locality: A cross-sectional study","10.4103/cmi.cmi_143_20","Clinical Pharmacy & Pharmacy Practice","2021"
"2025/11/25 12:39:22 ص غرينتش+2","Mohammed Ali Gafar Mohammed","Multifunctional Dual Enzyme-Responsive Nanostructured Lipid Carriers for Targeting and Enhancing the Treatment of Bacterial Infections","https://doi.org/10.1021/acsabm.4c01436","Pharmaceutics & Drug Delivery","2024"
"2025/11/25 12:40:44 ص غرينتش+2","Mohammed Ali Gafar Mohammed","Antimicrobial peptide-fucoidan nanoplexes: A novel multifunctional biomimetic nanocarrier for enhanced Vancomycin delivery against bacterial infections and sepsis","https://doi.org/10.1016/j.ijpharm.2025.125344","Pharmaceutics & Drug Delivery","2025"
"2025/11/25 12:41:36 ص غرينتش+2","Mohammed Ali Gafar Mohammed","Revolutionizing drug delivery: The promise of surface functionalized dendrimers in overcoming conventional limitations","https://doi.org/10.1016/j.eurpolymj.2025.114079","Pharmaceutics & Drug Delivery","2025"
"2025/11/25 12:42:31 ص غرينتش+2","Mohammed Ali Gafar Mohammed","Computational, microscale thermophoresis and electrochemical study of a hepta-peptide for a simple, sensitive electrochemical biosensor for PSA","https://doi.org/10.1016/j.microc.2024.111386","Pharmaceutical Chemistry","2024"
"2025/11/25 12:43:21 ص غرينتش+2","Mohammed Ali Gafar Mohammed","P04 Dual pH/enzyme-responsive capsules of ciprofloxacin; a strategy to maximize the efficacy against infection causing superbugs such as MRSA and Pseudomonas aeruginosa","https://doi.org/10.1093/jacamr/dlac133.008","Pharmaceutics & Drug Delivery","2023"
"2025/11/25 12:44:16 ص غرينتش+2","Mohammed Ali Gafar Mohammed","Integrating Magnetic Bead-Based SELEX with In Silico Binding Analyses for the Identification of High-Affinity DNA Aptamers Targeting TAGLN2","https://doi.org/10.1021/acsomega.5c04680","Pharmaceutical Chemistry","2025"
"2025/11/25 12:45:04 ص غرينتش+2","Mohammed Ali Gafar Mohammed","The anti-ageing potential of Persicaria senegalensis (Meisn.) Sojak & its Bifidobacterium bifidum 11863 fermented counterpart","https://doi.org/10.1016/j.jep.2025.120512","Pharmacology & Toxicology","2025"
"2025/11/25 12:45:58 ص غرينتش+2","Mohammed Ali Gafar Mohammed","Pharmacology & Toxicology","https://doi.org/10.1021/acsomega.5c02482","Pharmaceutics & Drug Delivery","2025"
"2025/11/25 12:46:58 ص غرينتش+2","Mohammed Ali Gafar Mohammed","Enhancing activity and overcoming ciprofloxacin resistance via multifunctional nanostructured lipid carriers","https://doi.org/10.1016/j.jddst.2025.106933","Pharmaceutics & Drug Delivery","2025"
"2025/11/25 12:49:11 ص غرينتش+2","Mohammed Ali Gafar Mohammed","Hyaluronic acid-silybin conjugate for the preparation of multifunctional, biomimetic, vancomycin-loaded self-assembled polymersomes against bacterial sepsis","https://doi.org/10.1016/j.ijbiomac.2025.140152","Pharmaceutics & Drug Delivery","2025"
"2025/11/25 12:54:29 ص غرينتش+2","Mohammed Ali Gafar Mohammed","Evaluation of antileishmanial activity of valproic acid against Leishmania donovani: An  integrated in silico and in vitro study ","https://wjpsonline.com/index.php/wjps/article/view/antileishmanial-valproic-acid-leishmania-donovani","Pharmacology & Toxicology","2016"
"2025/11/25 1:00:12 ص غرينتش+2","Imad Abureid","Stability-Indicating High-Performance Liquid Chromatographic Determination of Levamisole Hydrochloride in Bulk and Dosage Forms","https://doi.org/10.1155/2020/6137897","Pharmaceutical Chemistry","2020"
"2025/11/25 1:02:34 ص غرينتش+2","Imad Abureid","Community pharmacists Awareness and Attitude toward Counterfeit medicine in Khartoum Locality: Cross Sectional Survey","https://doi.org/10.1101/2020.10.26.20219501","Clinical Pharmacy & Pharmacy Practice","2020"
"2025/11/25 1:07:46 ص غرينتش+2","Imad Abureid","Simple spectrophotometric methods for the determination of amlodipine and atorvastatin in bulk and tablets","https://doi.org/10.1186/s43094-021-00377-2","Pharmaceutical Chemistry","2021"
"2025/11/25 1:09:37 ص غرينتش+2","Imad Abureid","Concurrent chromatographic determination of pseudoephedrine and loratadine from combination syrups and tablets","https://doi.org/10.1186/s43094-021-00287-3","Pharmaceutical Chemistry","2021"
"2025/11/25 1:11:26 ص غرينتش+2","Imad Abureid","Analytical Techniques for the Determination of Metformin and its Combinations with Oral Antidiabetic Agents in Pharmaceutical Dosage Forms: Combinations with Sulphonylurea Antidiabetic Drugs.","https://openurl.ebsco.com/EPDB%3Agcd%3A13%3A17347581/detailv2?sid=ebsco%3Aplink%3Ascholar&id=ebsco%3Agcd%3A181427461&crl=c&link_origin=scholar.google.com","Pharmaceutical Chemistry","2024"
"2025/11/25 1:12:28 ص غرينتش+2","Imad Abureid","Liquid chromatographic determination of dual therapy components in anti-HIV products: a review","https://doi.org/10.1007/s44371-025-00333-6","Pharmaceutical Chemistry","2025"
"2025/11/25 1:13:43 ص غرينتش+2","Imad Abureid","Determination of montelukast and non-sedating antihistamine combination in pharmaceutical dosage forms: A review","https://doi.org/10.1515/revac-2023-0080","Pharmaceutical Chemistry","2025"
"2025/11/25 12:01:10 م غرينتش+2","Imad Abureid","Analytical techniques for the determination of pseudoephedrine combinations with non-sedating H 1 antihistamines in pharmaceutical dosage forms","https://doi.org/10.35500/jghs.2024.6.e18","Pharmaceutical Chemistry","2024"
"2025/11/25 12:07:13 م غرينتش+2","Imad Abureid","An Alternative Approach to the Selection of Optimum Wavelengths for Bivariate Calibration Method","https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://crsubscription.com/journals/pharmacy/pharmaceutical-science/articles/2024/%255B14-24%255D-Optimum-Wavelengths-for-Bivariate-Calibration-Method.pdf&ved=2ahUKEwjv5LOgho2RAxWkfKQEHWaZD1YQFnoECB0QAQ&usg=AOvVaw1aJEliJPd4aKuNZXUeFHri","Pharmaceutical Chemistry","2024"
"2025/11/25 12:09:21 م غرينتش+2","Imad Abureid","Experimental design optimized chromatographic determination of pseudoephedrine and fexofenadine in bulk and tablets","https://doi.org/10.1007/s11094-023-02808-1","Pharmaceutical Chemistry","2023"
"2025/11/25 12:11:32 م غرينتش+2","Imad Abureid","Smart spectrophotometric methods for the determination of chlorzoxazone and paracetamol form tablets","https://doi.org/10.47070/ijraps.v8i5.160","Pharmaceutical Chemistry","2024"
"2025/11/25 12:12:48 م غرينتش+2","Imad Abureid","Simultaneous determination of pseudoephedrine and loratadine in syrups by HPLC using cation exchange column and experimental design optimization","https://www.researchgate.net/publication/317055480_Simultaneous_determination_of_pseudoephedrine_and_loratadine_in_syrups_by_HPLC_using_Cation_exchange_column_and_experimental_design_optimization","Pharmaceutical Chemistry","2017"
"2025/11/25 12:14:45 م غرينتش+2","Imad Abureid","Development of normal phase high-performance liquid chromatographic method for determination of metformin and its related impurities in bulk material","https://www.academia.edu/68319752/Development_of_normal_phase_high_performance_liquid_chromatographic_method_for_determination_of_metformin_and_its_related_impurities_in_bulk_material","Pharmaceutical Chemistry","2017"
"2025/11/25 12:16:26 م غرينتش+2","Imad Abureid","Development and validation of a hplc method for the simultaneous determination of pseudoephedrine, dextromethorphan, and triprolidine in their combined cough and cold syrups","https://doi.org/10.24297/jac.v13i11.5911","Pharmaceutical Chemistry","2017"
"2025/11/25 12:19:10 م غرينتش+2","Imad Abureid","Multi-wavelength spectrophotometric determination of chlorzoxazone and paracetamol in bulk and capsules","https://www.semanticscholar.org/paper/Multi-wavelength-Spectrophotometric-Determination-Reid-Tageldin/4ee638f28b8c47d41a50733700602856c33119b8","Pharmaceutical Chemistry","2017"
"2025/11/25 12:21:01 م غرينتش+2","Imad Abureid","Absorbance subtraction method for the determination of losartan potassium and hydrochlorothiazide in bulk and tablets","https://doi.org/10.52711/2231-5675.2023.00040","Pharmaceutical Chemistry","2023"
"2025/11/25 12:23:11 م غرينتش+2","Imad Abureid","Chemometric simultaneous determination of atorvastatin and amlodipine in bulk and tablets","https://doi.org/10.11648/j.ijpc.20190504.12","Pharmaceutical Chemistry","2019"
"2025/11/25 12:29:26 م غرينتش+2","Imad Abureid","Spectrophotometric method for the simultaneous determination of pseudoephedrine and triprolidine in bulk and tablet forms","https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://core.ac.uk/download/pdf/335060276.pdf&ved=2ahUKEwjPjvLlio2RAxWYKvsDHbD9JFAQFnoECB4QAQ&usg=AOvVaw2guIKL5VE4b60jPtphVJm8","Pharmaceutical Chemistry","2017"
"2025/11/25 12:37:13 م غرينتش+2","Imad Abureid","Determination of Folic Acid in Pharmaceutical Dosage Forms: A  Review","https://scholar.google.co.uk/scholar?start=10&q=author:%22Imad+Osman+Abu+Reid%22&hl=en&as_sdt=0,5#d=gs_qabs&t=1764066624916&u=%23p%3D7C2lhOBvu_EJ","Pharmaceutical Chemistry","2024"
"2025/11/25 12:39:07 م غرينتش+2","Imad Abureid","Optimized Chromatographic Determination of Naphazoline and Chlorpheniramine in Eye/Nose Drops Using Cation-exchange Column","10.1093/chromsci/bmab009","Pharmaceutical Chemistry","2021"
"2025/11/25 12:40:23 م غرينتش+2","Imad Abureid","Reviews in analytical chemistry: Determination of montelukast and non-sedating antihistamine combination in pharmaceutical dosage forms: A review","https://doi.org/10.1515/revac-2023-0080","Pharmaceutical Chemistry","2025"
"2025/11/30 12:27:36 ص غرينتش+2","Shaza Shantier","Design of a multiepitope‐based peptide vaccine against the e protein of human COVID‐19: an immunoinformatics approach","https://doi.org/10.1155/2020/2683286","Microbiology & Immunology","2020"
"2025/11/30 12:28:45 ص غرينتش+2","Shaza Shantier","Novel multi epitope-based vaccine against monkeypox virus: vaccinomic approach","https://doi.org/10.1038/s41598-022-20397-z","Microbiology & Immunology","2022"
"2025/11/30 12:29:37 ص غرينتش+2","Shaza Shantier","Quinoline and Quinazoline Alkaloids against COVID‐19: An In Silico Multitarget Approach","https://doi.org/10.1155/2021/3613268","Pharmaceutical Chemistry","2021"
"2025/11/30 12:30:27 ص غرينتش+2","Shaza Shantier","Derivative spectrophotometric methods for the analysis and stability studies of colistin sulphate","https://doi.org/10.1155/2015/624316","Pharmaceutical Chemistry","2015"
"2025/11/30 12:31:26 ص غرينتش+2","Shaza Shantier","Identification of some chalcone analogues as potential antileishmanial agents: An integrated in vitro and in silico evaluation","https://doi.org/10.1016/j.arabjc.2022.103717","Pharmacology & Toxicology","2022"
"2025/11/30 12:32:14 ص غرينتش+2","Shaza Shantier","Epitope‐Based Peptide Vaccine against Glycoprotein G of Nipah Henipavirus Using Immunoinformatics Approaches","https://doi.org/10.1155/2020/2567957","Microbiology & Immunology","2020"
"2025/11/30 12:33:10 ص غرينتش+2","Shaza Shantier","Spectrophotmetric determination of cefadroxil in bulk and dosage form using sodium hydroxide","https://doi.org/10.1155/2011/568620","Pharmaceutical Chemistry","2011"
"2025/11/30 12:34:23 ص غرينتش+2","Shaza Shantier","Development and validation of UV spectrophotometric method for determination of bisoprolol fumarate in bulk and pharmaceutical dosage forms","https://www.researchgate.net/publication/321804147_Development_and_Validation_of_UV_Spectrophotometric_Method_for_Determination_of_Bisoprolol_Fumarate_in_Bulk_and_Pharmaceutical_Dosage_Forms","Pharmaceutical Chemistry","2017"
"2025/11/30 12:35:16 ص غرينتش+2","Shaza Shantier","In silico assessment of potential leads identified from Bauhinia rufescens Lam. as α-glucosidase and α-amylase inhibitors","https://doi.org/10.1080/10799893.2020.1800734","Pharmacology & Toxicology","2021"
"2025/11/30 12:36:19 ص غرينتش+2","Shaza Shantier","HPTLC Fingerprint Profile and Identification of Antidiabetic and Antioxidant Leads from Bauhinia rufescens L","https://doi.org/10.1155/2020/3201463","Pharmaceutical Chemistry","2020"
"2025/11/30 12:37:25 ص غرينتش+2","Shaza Shantier","Determination of undeclared sildenafil citrate and tadalafil in aphrodisiac herbal preparations by TLC and HPLC","https://www.researchgate.net/publication/279201511_DETERMINATION_OF_UNDECLARED_SILDENAFIL_CITRATE_AND_TADALAFIL_IN_APHRODISIAC_HERBAL_PREPARATIONS_BY_TLC_AND_HPLC","Pharmaceutical Chemistry","2015"
"2025/11/30 12:38:27 ص غرينتش+2","Shaza Shantier","A colorimetric method for the determination of tobramycin","https://www.researchgate.net/publication/268210245_colorimetric_method_for_determination_of_tobramycin","Pharmaceutical Chemistry","2011"
"2025/11/30 12:39:58 ص غرينتش+2","Shaza Shantier","Development of stability-indicating methods for cefquinome sulphate","https://pmc.ncbi.nlm.nih.gov/articles/PMC3809348/","Pharmaceutical Chemistry","2013"
"2025/11/30 12:40:53 ص غرينتش+2","Shaza Shantier","Epitope-based peptide vaccine against Bombali Ebolavirus viral protein 40: An immunoinformatics combined with molecular docking studies","https://doi.org/10.1016/j.imu.2021.100694","Microbiology & Immunology","2021"
"2025/11/30 12:42:02 ص غرينتش+2","Shaza Shantier","Stability studies on florfenicol using developed derivative spectrophotometric methods","https://doi.org/10.1016/j.pharma.2016.07.003","Pharmaceutical Chemistry","2017"
"2025/11/30 12:42:55 ص غرينتش+2","Shaza Shantier","Kinetic determination of tobramycin in drug formulations","https://www.researchgate.net/publication/268210239_Kinetic_determination_of_Tobramycin_in_Drug_formulations","Pharmaceutical Chemistry","2012"
